wallet_id,credit_score
0x7f8e903f0b33793ee3eb3e1c96f1202bba65221d,100
0x54f987c0a786031357427211046d9e7ef61f3891,100
0x4b3a7af8c712d2bd0068f012a9426d2dc1073d2c,100
0x7245386b3e4d58a34eabbc32879dd95f0df697ba,100
0x5081891d84cf21beeb950b59e445406328c61aee,100
0xa7615cd307f323172331865181dc8b80a2834324,100
0x958f5159b62a864419ee492008061fdef2e1f8d0,100
0x3b38a44e2c4902c4734c552dd38d1cd6f91cfb2f,100
0xc209cc607c81ca7d8c0bfca7bfd6144c74a7e238,100
0x3f94cd5967d3ca52f9f6df503779eef92b7805a5,100
0x01b29eb97ec05b81abd72b77035d99dc1b482c1a,100
0xd7925984736824b4aecf8301c9aee211cd976494,100
0x40e652fe0ec7329dc80282a6db8f03253046efde,100
0x2577a8539cb2194acd72f035dbb691ce5f406d3f,100
0xdc95913ea736a669f9518dc58b90b5d7ea2c8c8a,100
0x7c65eeefff2b7127df173b43b7c93b93ab75c7e7,100
0xc1ad79ab00b3f63577ca653cdfda344e9847d4d0,100
0xe7dfe56bfaa4ea4498ddd9afc3f4d35631def18a,100
0xe1b0e71dfbf82eb2521ed94508e9b0b6eed6a634,100
0xfeb79a4e213906571c20b6d6a1a3dc45d8355c1d,100
0xf4ba1b19e8065adf06b1e168e919836730304b6c,100
0xe1478cbf115c2d6bec1572e0e6a43a2dfadca15a,100
0xfdd43923340736ffbcb31c808ac644922c1df05d,100
0x4846e45c101a8339be5489167f5aba5fcbf37bca,100
0xc9004eb172a1cf5afca47f38bea59231fbe96406,100
0x479cb37b53d5eb04b6a337ac3d2ea447619eb87e,100
0x6d2af065ccb60c0f7e8ec5907c961c42a3447127,100
0x30887fc55cbfad3487cb55bfe1779f6d2ba1c118,100
0x5e41408192ccb2be827e5d0d5f6ca1c5e1513131,100
0xd03ff5274e6ff0b43cee31cafe1c40324fe5d33c,100
0xfcf8dd90c50d2f7fd7b292ba6820ad09080442e4,100
0xfb0018ad46c669b6a4c0e589c53db27daf7f7930,100
0xea398010f27e03b33cb022d076a41978561e845d,100
0xb6317af995693789900f85b2d93d1dd0f5deb558,100
0xd19604efb40ece1efd6df5de6d3892112b51e99a,100
0xa1872b9b494556777d2b3ac5e699cf7fb377bafc,100
0x58df55d6ab2db99d440241a607d91898b9ffd046,100
0x9ddc5b469e02cd486f8f77f3e8fe831468020085,100
0x3f70d4927adfad26eb7b1574eea7939d347d902b,100
0x885fbc6e02db6b1d26de3f73e80ad7f1ddc10021,100
0x2871b76c348e12b88a28cef388d37326e85e2fec,100
0xfa540b8242565c014773ced9f0c45bfdd0ed1a8f,100
0x869a032b284481f4ad359ac75cd017eddee5c23c,100
0xb32b2fb57152a6091fba9fb4803e2df0097c55b4,100
0x4a02314976a755cc5b7b2482f25170714e903a30,100
0x0c0b74126f0d4868750911d18ca74a174247ada6,100
0x7d8e6cfb1b8709139631cac4cc458f63611ffdf8,100
0x7d957aa56820212bbd4c7667ad5e3e39215048a3,100
0x053b7f29bc6d95182f0e54efc86549938878647e,100
0xe2850aeceac7e8d955813100098606bfd1a01fdb,100
0xbf83e6e40162c655f2ded3431b7b31307275ac95,100
0x3566974231473a3456d2305fea0bb0944d2ed698,100
0x3cc228f907bc37cbfdc1e415d2129d68aa3c4864,100
0x7fd6558b81ae5e2153f0ec30bbe5d22268f17e7b,100
0xf9c5384c9711dfd958e27856fb4640a8ad660def,100
0x0489076a0d17394835af93cd62acff703b6814a9,100
0x8b221a3b1b2675ab9e836904fb55742dc57b32ba,100
0x0ba43bae4613e03492e4c17af3b014b6c3202b9d,100
0x5445f987ff43fe2b2c31b86ebfc585a3d6b02120,100
0xa918add8803e65e97410ec42ae359dfe6663a8a6,100
0x8963aa42efbe6efded5da05ed11755b7a9701bd3,100
0xa9bbd5b83ffc706342555e4a38c9c06b2e7441e5,100
0x7185fbff199928cbae71990ecb3cc4a7be2ff00a,100
0xd84e11bee5d555ccd905817cb8cbbd5b6e6c4f0d,100
0xaaf4d001080b511df8ad90090c435ac1affc5a1a,100
0x825d634b9d22da526ceebda4fb7ad4d373cfe2ba,100
0x52405eff99dd4c2015463dc511573344f2e2e8d7,100
0xab61719309bf30cda379b45ac33326b24261f956,100
0xff19ad332cc5bb32703a3058c6f93ce177cfbb08,100
0x18456bfb605e238af478e4af64bf5a2b5304a31e,100
0x229229284c0ea7c2a898765a5652fc03f0e35293,100
0x334ff7580ee92bb13d744cd309925560877122a1,100
0x985c0748a95d30ba0585dbc33c4c366a56be8ed3,100
0x95655aae7f5079ac99d640f5b3633156b41e7108,100
0xd7a5d688b07a997fdee9896289f9d7d0f02c1f74,100
0xb83470cd5850de7e5943c4decc5620d48e4adc9f,100
0xe25b6d71bab6d363de5a5d20fbfd6e507760d3d0,100
0x98e28650cf30e5aa1b7e9cdb258522ec3cb57614,95
0x879c2ee5adc372d0542d65d80ebfe647ac1a5f10,95
0xc6e8accdfb5a93e170fcd71e7b662201e536bc68,95
0x879aff2c8d6e2f42f05441c4ae999e7815770bbd,95
0x5d47e5d242a8f66a6286b0a2353868875f5d6068,95
0xe77884cddf148dd5f0e9191b33d8dbaddb16dfb5,95
0x15ac14c5997e76322ed32ae54335ff284e6f92dd,95
0x8877bcb2223682048badd5b09b7ee5a8fa2f3424,95
0x301951f9bd3e21e404dd2a99a225aa38e0947ba1,95
0xe4b205c76b78cf72012d6040c33429dba9bbd19b,95
0xe670c92e93f88761004f86b28c101cd8b9ca57a9,95
0xb9b78523717e42494c2aa6ad07be9ccb4b09be7a,95
0xb9f7b3b5492f270f2ba1ff1b6661ed27e03d4132,95
0xe641a5a9f35fd6ae40a42932c6d2cc34f7db34b2,95
0x77feecc45fa31f2639d4c1cee0ccbf138387d79b,95
0x8985aebdb1adf244f1f3f8ad9ff89b8a045b5319,95
0xa4b5173309ac878db01dcea2b230cdcbc2cf6312,95
0x6a06a5ed081990f4313c03aabc70f5874aa43f89,95
0x40d83d66673ec330c3cdb45b6ac9eb884d262a71,95
0xba333f8ff556bf35d38e102a98daf1c5f6d9d708,95
0x285d23ea20ab8138e63889669b091704a1787278,95
0xc608abab7762e4b14b5693d8aeb4e848551a0c9b,95
0xe5c3f63f8621b75fb6c4148180e265a75f5d2995,95
0xc373decd953ed7e4fd78f4c39aa41a44448fb6f1,95
0xacec78653275b9a220ed2ec7714d52d633d10a16,95
0x0b3c69cd19831da372f682ca593668ce73afa537,95
0x32dc0acd55a608df181b305765d15df4ac704000,95
0x35e86d472d1a2e37b9dbaab9677230605c6624b0,95
0xa7f3dfed2bcf7b35a8824e11ae8f723650edfb58,95
0x61f9f97700d391d875fa14e020bd6f1e862ca10b,95
0x0a719a1c3d997ee54ee317dd02617ed7edb53e00,95
0xab8791b0ae982187b4fb4ae4612bd4c29ec6c110,95
0xedfbdcacb9646e3c017321bfbc8c1bf82a8fc12f,95
0x339cec7dfec9c95bae4e445e4af87de8c89313cf,95
0x4308415cc35a883a593fd182c8a6f26250d46005,95
0x26868de5c3ae8f03adc6a5ba231445feba8b8bab,95
0x7db7da086318462a46327b8f2d46f457008cc111,95
0x4794764b746913abe38dbc7a373022bfee5b4a06,95
0x26d8f0909a9bb3a1758024c90e8fd87f5d24d65f,95
0x63c410a066d5d12217b713ccac5f600a06ba45e6,95
0x0b9b7a99308064bf1238dff693237429844fa623,95
0xbf5b9bd197e9dbf3f2ce58e5b1c35b1bf383b5cc,95
0xf0ab8776883df3bbda2c8f27b2dce8b3609d88a4,95
0x34456a0a60af4afd40b20430e19bae1f3338504f,95
0x641c0b2a037f81ce0414a830f479ac841e67d8b6,95
0x644239848c7b402d813295893db428aae7cc4cb5,95
0x7ef5774cb1cb4a6829a85738d4c6956e2edc5be4,95
0x7f5dcb103fec40f9ed4509753706f2f8a709ec3f,95
0x427f2ac5fdf4245e027d767e7c3ac272a1f40a65,95
0x838b07f4304795cb5f9aa85dacf194765b3e469a,95
0xf3ae4bb5691b9d45461cdcdd4becb0c9986a3237,95
0x67168517c1d0835147e2bd66e40a602e9fb9cbd9,95
0x27b69c405d6c58f5dd83ef7e117355a4942014bd,95
0x5e60c0a931d1901895a3ddf87f99640d4bf50403,95
0x4758a12fb01dc7cad5741246b9e2eb59ae1ef38b,95
0xea1b3a8fc8342590eb955f1a4194c007189b3159,95
0xf5c7231632aa9b344093d82deb864fa1c00b8bde,95
0xd24e0a25b7a581d1adadd30c14b009047890e6f2,95
0x856b762d46274ef1d696103e5fb2af2afee91ecb,95
0x08439047b3c1b1c6fc9a6c62a1daa191a19e79dd,95
0x5f72c7ca304679b07c527dd0f245f76b5d62ce61,95
0xf55e015769baac7e5861cba62ee775868c335cee,95
0x311bf6e6b6d416a808adf524b2fba791bf257e19,95
0xac2ee30cbfbc1666be74160dd1af17d32a1db30b,95
0x852d0f03389681cb713795648bc157e878562786,95
0xeb97d37bb6cd268ddb25e67cfbb9b3f7468db46c,95
0xebbcc9b60e2b819f2758c205c8cd986133d21005,95
0x848769e27677cf08059581befdb65f4af3d69b82,95
0x60c514df3dd8bda1d67ca0f6e2d9184f4aefb279,95
0x61117012f9fb63cf0e7c688c76bfc874db3c6874,95
0x09a0da7289a60809992d819530833f4053124090,95
0x7bacf22f747f2f4b983081c0aa76dddfecd008ab,95
0xbd086f196c010be4d487a6cd54dee584439a54ac,95
0x16ea1f673e01419ba9af51365b88138ac492489a,95
0x8577b84527ced5d2d9f299dc6027a9e049c17d6c,95
0x16ad4e68c2e1d312c01098d3e1cfc633b90dff46,95
0xdfb934bfe4c4985aeca0946598d812f716ab9a6a,95
0x3a6d6e5e4b8c3e9bac29ed12c4243377e64f9b4a,95
0x6f45f069c49cfa308520482816700b21115be7a0,95
0x9edc97c4f8f87ac6c178d1a50db7bc60a0c4a491,95
0x6f4cb27afbd5229a4bea46f2ab2c5c2e3aeb7ae6,95
0xb082ddfd74748b763f52f04558e5f814a56de67a,95
0x8e2b4f283e3828b41343c4b24549b5a5b36b6632,95
0xb06068f25c6b6944593a91d36a8e4f88985dd846,95
0xa1fb07d9f100365b62c3913bf4cf1c6ede950be3,95
0x7409956e1d10a00ea425722565790e2c77c40ad2,95
0xff5269e8ae6a9f2ff2a93c770fd35f8ce71712f8,95
0x9a550b9faca1480be496e09d62324b754da14c45,95
0xd998171b51dede5bb420228f8ca6e349daf0fd62,95
0x6f5c5b10993a67fb1a65875a2e9db38906fc62cc,95
0xe0273391e1ef99e63216535b65739ab9154bc887,95
0x197a78fe1bd3bbb64c1325c027bde8f67bac1770,95
0x6f858d52ff946d3a4c91fe5a7cdc408212d17a1b,95
0x6d82dc3a4a2a2db99c841f44444642aafb329537,95
0xc95be28595eb64485dac63ad14f15e41c94ee468,95
0x4aeee08c3187fa1ae768e6264898397f339ac334,95
0xa1932d804e85ae3b80a2a47446e98e51d65d877e,95
